Project Name,Commits,Commits Delta,Releases,Releases Delta,Date
remedy-ar-svc,110,0,0,0,2018-06-05
remedy-chg-svc,8,1,0,0,2018-06-05
remedy-chg-wlg-svc,7,0,0,0,2018-06-05
remedy-inc-svc,11,0,0,0,2018-06-05
remedy-inc-wlg-svc,19,0,0,0,2018-06-05
remedy-impacted-area-svc,25,0,0,0,2018-06-05
remedy-task-svc,34,0,0,0,2018-06-05
remedy-people-svc,0,0,0,0,2018-06-05
remedy-relationship-svc,0,0,0,0,2018-06-05
remedy-interested-parties-svc,0,0,0,0,2018-06-05
remedy-knowledge-query-svc,0,0,0,0,2018-06-05
remedy-ar-svc,110,0,0,0,2018-06-06
remedy-chg-svc,8,0,0,0,2018-06-06
remedy-chg-wlg-svc,7,0,0,0,2018-06-06
remedy-inc-svc,11,0,0,0,2018-06-06
remedy-inc-wlg-svc,19,0,0,0,2018-06-06
remedy-impacted-area-svc,25,0,0,0,2018-06-06
remedy-task-svc,34,0,0,0,2018-06-06
remedy-people-svc,0,0,0,0,2018-06-06
remedy-relationship-svc,0,0,0,0,2018-06-06
remedy-interested-parties-svc,0,0,0,0,2018-06-06
remedy-knowledge-query-svc,0,0,0,0,2018-06-06
remedy-ar-svc,110,0,0,0,2018-06-07
remedy-chg-svc,8,0,0,0,2018-06-07
remedy-chg-wlg-svc,7,0,0,0,2018-06-07
remedy-inc-svc,11,0,0,0,2018-06-07
remedy-inc-wlg-svc,19,0,0,0,2018-06-07
remedy-impacted-area-svc,25,0,0,0,2018-06-07
remedy-task-svc,34,0,0,0,2018-06-07
remedy-people-svc,0,0,0,0,2018-06-07
remedy-relationship-svc,0,0,0,0,2018-06-07
remedy-interested-parties-svc,0,0,0,0,2018-06-07
remedy-knowledge-query-svc,0,0,0,0,2018-06-07
remedy-ar-svc,110,0,0,0,2018-06-08
remedy-chg-svc,8,0,0,0,2018-06-08
remedy-chg-wlg-svc,7,0,0,0,2018-06-08
remedy-inc-svc,11,0,0,0,2018-06-08
remedy-inc-wlg-svc,19,0,0,0,2018-06-08
remedy-impacted-area-svc,25,0,0,0,2018-06-08
remedy-task-svc,34,0,0,0,2018-06-08
remedy-people-svc,0,0,0,0,2018-06-08
remedy-relationship-svc,0,0,0,0,2018-06-08
remedy-interested-parties-svc,0,0,0,0,2018-06-08
remedy-knowledge-query-svc,0,0,0,0,2018-06-08
remedy-ar-svc,110,0,0,0,2018-06-09
remedy-chg-svc,8,0,0,0,2018-06-09
remedy-chg-wlg-svc,7,0,0,0,2018-06-09
remedy-inc-svc,11,0,0,0,2018-06-09
remedy-inc-wlg-svc,19,0,0,0,2018-06-09
remedy-impacted-area-svc,25,0,0,0,2018-06-09
remedy-task-svc,34,0,0,0,2018-06-09
remedy-people-svc,0,0,0,0,2018-06-09
remedy-relationship-svc,0,0,0,0,2018-06-09
remedy-interested-parties-svc,0,0,0,0,2018-06-09
remedy-knowledge-query-svc,0,0,0,0,2018-06-09
remedy-ar-svc,110,0,0,0,2018-06-10
remedy-chg-svc,8,0,0,0,2018-06-10
remedy-chg-wlg-svc,7,0,0,0,2018-06-10
remedy-inc-svc,11,0,0,0,2018-06-10
remedy-inc-wlg-svc,19,0,0,0,2018-06-10
remedy-impacted-area-svc,25,0,0,0,2018-06-10
remedy-task-svc,34,0,0,0,2018-06-10
remedy-people-svc,0,0,0,0,2018-06-10
remedy-relationship-svc,0,0,0,0,2018-06-10
remedy-interested-parties-svc,0,0,0,0,2018-06-10
remedy-knowledge-query-svc,0,0,0,0,2018-06-10
remedy-ar-svc,110,0,0,0,2018-06-11
remedy-chg-svc,8,0,0,0,2018-06-11
remedy-chg-wlg-svc,7,0,0,0,2018-06-11
remedy-inc-svc,11,0,0,0,2018-06-11
remedy-inc-wlg-svc,19,0,0,0,2018-06-11
remedy-impacted-area-svc,25,0,0,0,2018-06-11
remedy-task-svc,34,0,0,0,2018-06-11
remedy-people-svc,0,0,0,0,2018-06-11
remedy-relationship-svc,0,0,0,0,2018-06-11
remedy-interested-parties-svc,0,0,0,0,2018-06-11
remedy-knowledge-query-svc,0,0,0,0,2018-06-11
remedy-ar-svc,110,0,0,0,2018-06-12
remedy-chg-svc,8,0,0,0,2018-06-12
remedy-chg-wlg-svc,7,0,0,0,2018-06-12
remedy-inc-svc,12,1,0,0,2018-06-12
remedy-inc-wlg-svc,20,1,0,0,2018-06-12
remedy-impacted-area-svc,26,1,0,0,2018-06-12
remedy-task-svc,35,1,0,0,2018-06-12
remedy-people-svc,0,0,0,0,2018-06-12
remedy-relationship-svc,0,0,0,0,2018-06-12
remedy-interested-parties-svc,0,0,0,0,2018-06-12
remedy-knowledge-query-svc,0,0,0,0,2018-06-12
remedy-ar-svc,110,0,0,0,2018-06-13
remedy-chg-svc,8,0,0,0,2018-06-13
remedy-chg-wlg-svc,8,1,0,0,2018-06-13
remedy-inc-svc,12,0,0,0,2018-06-13
remedy-inc-wlg-svc,20,0,0,0,2018-06-13
remedy-impacted-area-svc,27,1,0,0,2018-06-13
remedy-task-svc,35,0,0,0,2018-06-13
remedy-people-svc,0,0,0,0,2018-06-13
remedy-relationship-svc,0,0,0,0,2018-06-13
remedy-interested-parties-svc,0,0,0,0,2018-06-13
remedy-knowledge-query-svc,0,0,0,0,2018-06-13
remedy-ar-svc,110,0,0,0,2018-06-14
remedy-chg-svc,8,0,0,0,2018-06-14
remedy-chg-wlg-svc,8,0,0,0,2018-06-14
remedy-inc-svc,12,0,0,0,2018-06-14
remedy-inc-wlg-svc,20,0,0,0,2018-06-14
remedy-impacted-area-svc,28,1,0,0,2018-06-14
remedy-task-svc,35,0,0,0,2018-06-14
remedy-people-svc,0,0,0,0,2018-06-14
remedy-relationship-svc,0,0,0,0,2018-06-14
remedy-interested-parties-svc,0,0,0,0,2018-06-14
remedy-knowledge-query-svc,0,0,0,0,2018-06-14
remedy-ar-svc,110,0,0,0,2018-06-15
remedy-chg-svc,8,0,0,0,2018-06-15
remedy-chg-wlg-svc,8,0,0,0,2018-06-15
remedy-inc-svc,12,0,0,0,2018-06-15
remedy-inc-wlg-svc,20,0,0,0,2018-06-15
remedy-impacted-area-svc,28,0,0,0,2018-06-15
remedy-task-svc,35,0,0,0,2018-06-15
remedy-people-svc,0,0,0,0,2018-06-15
remedy-relationship-svc,0,0,0,0,2018-06-15
remedy-interested-parties-svc,0,0,0,0,2018-06-15
remedy-knowledge-query-svc,0,0,0,0,2018-06-15
remedy-ar-svc,110,0,0,0,2018-06-16
remedy-chg-svc,8,0,0,0,2018-06-16
remedy-chg-wlg-svc,8,0,0,0,2018-06-16
remedy-inc-svc,12,0,0,0,2018-06-16
remedy-inc-wlg-svc,20,0,0,0,2018-06-16
remedy-impacted-area-svc,28,0,0,0,2018-06-16
remedy-task-svc,35,0,0,0,2018-06-16
remedy-people-svc,0,0,0,0,2018-06-16
remedy-relationship-svc,0,0,0,0,2018-06-16
remedy-interested-parties-svc,0,0,0,0,2018-06-16
remedy-knowledge-query-svc,0,0,0,0,2018-06-16
remedy-ar-svc,110,0,0,0,2018-06-17
remedy-chg-svc,8,0,0,0,2018-06-17
remedy-chg-wlg-svc,8,0,0,0,2018-06-17
remedy-inc-svc,12,0,0,0,2018-06-17
remedy-inc-wlg-svc,20,0,0,0,2018-06-17
remedy-impacted-area-svc,28,0,0,0,2018-06-17
remedy-task-svc,35,0,0,0,2018-06-17
remedy-people-svc,0,0,0,0,2018-06-17
remedy-relationship-svc,0,0,0,0,2018-06-17
remedy-interested-parties-svc,0,0,0,0,2018-06-17
remedy-knowledge-query-svc,0,0,0,0,2018-06-17
remedy-ar-svc,110,0,0,0,2018-06-18
remedy-chg-svc,8,0,0,0,2018-06-18
remedy-chg-wlg-svc,8,0,0,0,2018-06-18
remedy-inc-svc,13,1,0,0,2018-06-18
remedy-inc-wlg-svc,20,0,0,0,2018-06-18
remedy-impacted-area-svc,28,0,0,0,2018-06-18
remedy-task-svc,35,0,0,0,2018-06-18
remedy-people-svc,0,0,0,0,2018-06-18
remedy-relationship-svc,0,0,0,0,2018-06-18
remedy-interested-parties-svc,0,0,0,0,2018-06-18
remedy-knowledge-query-svc,0,0,0,0,2018-06-18
remedy-ar-svc,110,0,0,0,2018-06-19
remedy-chg-svc,8,0,0,0,2018-06-19
remedy-chg-wlg-svc,8,0,0,0,2018-06-19
remedy-inc-svc,13,0,0,0,2018-06-19
remedy-inc-wlg-svc,20,0,0,0,2018-06-19
remedy-impacted-area-svc,28,0,0,0,2018-06-19
remedy-task-svc,35,0,0,0,2018-06-19
remedy-people-svc,0,0,0,0,2018-06-19
remedy-relationship-svc,0,0,0,0,2018-06-19
remedy-interested-parties-svc,0,0,0,0,2018-06-19
remedy-knowledge-query-svc,0,0,0,0,2018-06-19
remedy-ar-svc,110,0,0,0,2018-06-20
remedy-chg-svc,8,0,0,0,2018-06-20
remedy-chg-wlg-svc,8,0,0,0,2018-06-20
remedy-inc-svc,13,0,0,0,2018-06-20
remedy-inc-wlg-svc,20,0,0,0,2018-06-20
remedy-impacted-area-svc,28,0,0,0,2018-06-20
remedy-task-svc,35,0,0,0,2018-06-20
remedy-people-svc,0,0,0,0,2018-06-20
remedy-relationship-svc,0,0,0,0,2018-06-20
remedy-interested-parties-svc,0,0,0,0,2018-06-20
remedy-knowledge-query-svc,0,0,0,0,2018-06-20
remedy-ar-svc,110,0,0,0,2018-06-21
remedy-chg-svc,9,1,0,0,2018-06-21
remedy-chg-wlg-svc,8,0,0,0,2018-06-21
remedy-inc-svc,14,1,0,0,2018-06-21
remedy-inc-wlg-svc,20,0,0,0,2018-06-21
remedy-impacted-area-svc,28,0,0,0,2018-06-21
remedy-task-svc,35,0,0,0,2018-06-21
remedy-people-svc,0,0,0,0,2018-06-21
remedy-relationship-svc,0,0,0,0,2018-06-21
remedy-interested-parties-svc,0,0,0,0,2018-06-21
remedy-knowledge-query-svc,0,0,0,0,2018-06-21
remedy-ar-svc,110,0,0,0,2018-06-22
remedy-chg-svc,9,0,0,0,2018-06-22
remedy-chg-wlg-svc,8,0,0,0,2018-06-22
remedy-inc-svc,14,0,0,0,2018-06-22
remedy-inc-wlg-svc,20,0,0,0,2018-06-22
remedy-impacted-area-svc,28,0,0,0,2018-06-22
remedy-task-svc,35,0,0,0,2018-06-22
remedy-people-svc,0,0,0,0,2018-06-22
remedy-relationship-svc,0,0,0,0,2018-06-22
remedy-interested-parties-svc,0,0,0,0,2018-06-22
remedy-knowledge-query-svc,0,0,0,0,2018-06-22
remedy-ar-svc,110,0,0,0,2018-06-23
remedy-chg-svc,9,0,0,0,2018-06-23
remedy-chg-wlg-svc,8,0,0,0,2018-06-23
remedy-inc-svc,14,0,0,0,2018-06-23
remedy-inc-wlg-svc,20,0,0,0,2018-06-23
remedy-impacted-area-svc,28,0,0,0,2018-06-23
remedy-task-svc,35,0,0,0,2018-06-23
remedy-people-svc,0,0,0,0,2018-06-23
remedy-relationship-svc,0,0,0,0,2018-06-23
remedy-interested-parties-svc,0,0,0,0,2018-06-23
remedy-knowledge-query-svc,0,0,0,0,2018-06-23
remedy-ar-svc,110,0,0,0,2018-06-24
remedy-chg-svc,9,0,0,0,2018-06-24
remedy-chg-wlg-svc,8,0,0,0,2018-06-24
remedy-inc-svc,14,0,0,0,2018-06-24
remedy-inc-wlg-svc,20,0,0,0,2018-06-24
remedy-impacted-area-svc,28,0,0,0,2018-06-24
remedy-task-svc,35,0,0,0,2018-06-24
remedy-people-svc,0,0,0,0,2018-06-24
remedy-relationship-svc,0,0,0,0,2018-06-24
remedy-interested-parties-svc,0,0,0,0,2018-06-24
remedy-knowledge-query-svc,0,0,0,0,2018-06-24
remedy-ar-svc,110,0,0,0,2018-06-25
remedy-chg-svc,9,0,0,0,2018-06-25
remedy-chg-wlg-svc,8,0,0,0,2018-06-25
remedy-inc-svc,14,0,0,0,2018-06-25
remedy-inc-wlg-svc,20,0,0,0,2018-06-25
remedy-impacted-area-svc,28,0,0,0,2018-06-25
remedy-task-svc,35,0,0,0,2018-06-25
remedy-people-svc,0,0,0,0,2018-06-25
remedy-relationship-svc,0,0,0,0,2018-06-25
remedy-interested-parties-svc,0,0,0,0,2018-06-25
remedy-knowledge-query-svc,0,0,0,0,2018-06-25
remedy-ar-svc,110,0,0,0,2018-06-26
remedy-chg-svc,9,0,0,0,2018-06-26
remedy-chg-wlg-svc,8,0,0,0,2018-06-26
remedy-inc-svc,14,0,0,0,2018-06-26
remedy-inc-wlg-svc,20,0,0,0,2018-06-26
remedy-impacted-area-svc,29,1,0,0,2018-06-26
remedy-task-svc,36,1,0,0,2018-06-26
remedy-people-svc,0,0,0,0,2018-06-26
remedy-relationship-svc,0,0,0,0,2018-06-26
remedy-interested-parties-svc,0,0,0,0,2018-06-26
remedy-knowledge-query-svc,0,0,0,0,2018-06-26
remedy-ar-svc,114,4,0,0,2018-06-27
remedy-chg-svc,9,0,0,0,2018-06-27
remedy-chg-wlg-svc,8,0,0,0,2018-06-27
remedy-inc-svc,14,0,0,0,2018-06-27
remedy-inc-wlg-svc,20,0,0,0,2018-06-27
remedy-impacted-area-svc,29,0,0,0,2018-06-27
remedy-task-svc,36,0,0,0,2018-06-27
remedy-people-svc,0,0,0,0,2018-06-27
remedy-relationship-svc,0,0,0,0,2018-06-27
remedy-interested-parties-svc,0,0,0,0,2018-06-27
remedy-knowledge-query-svc,0,0,0,0,2018-06-27
remedy-ar-svc,114,0,0,0,2018-06-28
remedy-chg-svc,9,0,0,0,2018-06-28
remedy-chg-wlg-svc,8,0,0,0,2018-06-28
remedy-inc-svc,14,0,0,0,2018-06-28
remedy-inc-wlg-svc,20,0,0,0,2018-06-28
remedy-impacted-area-svc,29,0,0,0,2018-06-28
remedy-task-svc,36,0,0,0,2018-06-28
remedy-people-svc,0,0,0,0,2018-06-28
remedy-relationship-svc,0,0,0,0,2018-06-28
remedy-interested-parties-svc,0,0,0,0,2018-06-28
remedy-knowledge-query-svc,0,0,0,0,2018-06-28
remedy-ar-svc,114,0,0,0,2018-06-29
remedy-chg-svc,9,0,0,0,2018-06-29
remedy-chg-wlg-svc,8,0,0,0,2018-06-29
remedy-inc-svc,15,1,0,0,2018-06-29
remedy-inc-wlg-svc,20,0,0,0,2018-06-29
remedy-impacted-area-svc,29,0,0,0,2018-06-29
remedy-task-svc,36,0,0,0,2018-06-29
remedy-people-svc,0,0,0,0,2018-06-29
remedy-relationship-svc,0,0,0,0,2018-06-29
remedy-interested-parties-svc,0,0,0,0,2018-06-29
remedy-knowledge-query-svc,0,0,0,0,2018-06-29
remedy-ar-svc,114,0,0,0,2018-06-30
remedy-chg-svc,9,0,0,0,2018-06-30
remedy-chg-wlg-svc,8,0,0,0,2018-06-30
remedy-inc-svc,15,0,0,0,2018-06-30
remedy-inc-wlg-svc,20,0,0,0,2018-06-30
remedy-impacted-area-svc,29,0,0,0,2018-06-30
remedy-task-svc,36,0,0,0,2018-06-30
remedy-people-svc,0,0,0,0,2018-06-30
remedy-relationship-svc,0,0,0,0,2018-06-30
remedy-interested-parties-svc,0,0,0,0,2018-06-30
remedy-knowledge-query-svc,0,0,0,0,2018-06-30
remedy-ar-svc,114,0,0,0,2018-07-01
remedy-chg-svc,9,0,0,0,2018-07-01
remedy-chg-wlg-svc,8,0,0,0,2018-07-01
remedy-inc-svc,15,0,0,0,2018-07-01
remedy-inc-wlg-svc,20,0,0,0,2018-07-01
remedy-impacted-area-svc,29,0,0,0,2018-07-01
remedy-task-svc,36,0,0,0,2018-07-01
remedy-people-svc,0,0,0,0,2018-07-01
remedy-relationship-svc,0,0,0,0,2018-07-01
remedy-interested-parties-svc,0,0,0,0,2018-07-01
remedy-knowledge-query-svc,0,0,0,0,2018-07-01
remedy-ar-svc,114,0,0,0,2018-07-02
remedy-chg-svc,9,0,0,0,2018-07-02
remedy-chg-wlg-svc,8,0,0,0,2018-07-02
remedy-inc-svc,15,0,0,0,2018-07-02
remedy-inc-wlg-svc,20,0,0,0,2018-07-02
remedy-impacted-area-svc,29,0,0,0,2018-07-02
remedy-task-svc,36,0,0,0,2018-07-02
remedy-people-svc,0,0,0,0,2018-07-02
remedy-relationship-svc,0,0,0,0,2018-07-02
remedy-interested-parties-svc,0,0,0,0,2018-07-02
remedy-knowledge-query-svc,0,0,0,0,2018-07-02
remedy-ar-svc,114,0,0,0,2018-07-03
remedy-chg-svc,9,0,0,0,2018-07-03
remedy-chg-wlg-svc,8,0,0,0,2018-07-03
remedy-inc-svc,15,0,0,0,2018-07-03
remedy-inc-wlg-svc,20,0,0,0,2018-07-03
remedy-impacted-area-svc,29,0,0,0,2018-07-03
remedy-task-svc,36,0,0,0,2018-07-03
remedy-people-svc,0,0,0,0,2018-07-03
remedy-relationship-svc,0,0,0,0,2018-07-03
remedy-interested-parties-svc,0,0,0,0,2018-07-03
remedy-knowledge-query-svc,0,0,0,0,2018-07-03
remedy-ar-svc,114,0,0,0,2018-07-04
remedy-chg-svc,9,0,0,0,2018-07-04
remedy-chg-wlg-svc,8,0,0,0,2018-07-04
remedy-inc-svc,15,0,0,0,2018-07-04
remedy-inc-wlg-svc,20,0,0,0,2018-07-04
remedy-impacted-area-svc,29,0,0,0,2018-07-04
remedy-task-svc,36,0,0,0,2018-07-04
remedy-people-svc,0,0,0,0,2018-07-04
remedy-relationship-svc,0,0,0,0,2018-07-04
remedy-interested-parties-svc,0,0,0,0,2018-07-04
remedy-knowledge-query-svc,0,0,0,0,2018-07-04
remedy-ar-svc,114,0,0,0,2018-07-05
remedy-chg-svc,9,0,0,0,2018-07-05
remedy-chg-wlg-svc,8,0,0,0,2018-07-05
remedy-inc-svc,15,0,0,0,2018-07-05
remedy-inc-wlg-svc,20,0,0,0,2018-07-05
remedy-impacted-area-svc,29,0,0,0,2018-07-05
remedy-task-svc,36,0,0,0,2018-07-05
remedy-people-svc,0,0,0,0,2018-07-05
remedy-relationship-svc,0,0,0,0,2018-07-05
remedy-interested-parties-svc,0,0,0,0,2018-07-05
remedy-knowledge-query-svc,0,0,0,0,2018-07-05
remedy-ar-svc,115,1,0,0,2018-07-06
remedy-chg-svc,9,0,0,0,2018-07-06
remedy-chg-wlg-svc,8,0,0,0,2018-07-06
remedy-inc-svc,15,0,0,0,2018-07-06
remedy-inc-wlg-svc,21,1,0,0,2018-07-06
remedy-impacted-area-svc,29,0,0,0,2018-07-06
remedy-task-svc,37,1,0,0,2018-07-06
remedy-people-svc,0,0,0,0,2018-07-06
remedy-relationship-svc,0,0,0,0,2018-07-06
remedy-interested-parties-svc,0,0,0,0,2018-07-06
remedy-knowledge-query-svc,0,0,0,0,2018-07-06
remedy-ar-svc,115,0,0,0,2018-07-07
remedy-chg-svc,10,1,0,0,2018-07-07
remedy-chg-wlg-svc,10,2,0,0,2018-07-07
remedy-inc-svc,16,1,1,1,2018-07-07
remedy-inc-wlg-svc,22,1,0,0,2018-07-07
remedy-impacted-area-svc,30,1,0,0,2018-07-07
remedy-task-svc,38,1,0,0,2018-07-07
remedy-people-svc,0,0,0,0,2018-07-07
remedy-relationship-svc,0,0,0,0,2018-07-07
remedy-interested-parties-svc,0,0,0,0,2018-07-07
remedy-knowledge-query-svc,0,0,0,0,2018-07-07
remedy-ar-svc,115,0,0,0,2018-07-08
remedy-chg-svc,10,0,0,0,2018-07-08
remedy-chg-wlg-svc,10,0,0,0,2018-07-08
remedy-inc-svc,16,0,1,0,2018-07-08
remedy-inc-wlg-svc,22,0,0,0,2018-07-08
remedy-impacted-area-svc,30,0,0,0,2018-07-08
remedy-task-svc,38,0,0,0,2018-07-08
remedy-people-svc,0,0,0,0,2018-07-08
remedy-relationship-svc,0,0,0,0,2018-07-08
remedy-interested-parties-svc,0,0,0,0,2018-07-08
remedy-knowledge-query-svc,0,0,0,0,2018-07-08
remedy-ar-svc,115,0,0,0,2018-07-09
remedy-chg-svc,10,0,0,0,2018-07-09
remedy-chg-wlg-svc,10,0,0,0,2018-07-09
remedy-inc-svc,16,0,1,0,2018-07-09
remedy-inc-wlg-svc,22,0,0,0,2018-07-09
remedy-impacted-area-svc,30,0,0,0,2018-07-09
remedy-task-svc,38,0,0,0,2018-07-09
remedy-people-svc,0,0,0,0,2018-07-09
remedy-relationship-svc,0,0,0,0,2018-07-09
remedy-interested-parties-svc,0,0,0,0,2018-07-09
remedy-knowledge-query-svc,0,0,0,0,2018-07-09
remedy-ar-svc,115,0,0,0,2018-07-10
remedy-chg-svc,11,1,0,0,2018-07-10
remedy-chg-wlg-svc,10,0,0,0,2018-07-10
remedy-inc-svc,16,0,1,0,2018-07-10
remedy-inc-wlg-svc,22,0,0,0,2018-07-10
remedy-impacted-area-svc,31,1,0,0,2018-07-10
remedy-task-svc,38,0,0,0,2018-07-10
remedy-people-svc,0,0,0,0,2018-07-10
remedy-relationship-svc,0,0,0,0,2018-07-10
remedy-interested-parties-svc,0,0,0,0,2018-07-10
remedy-knowledge-query-svc,0,0,0,0,2018-07-10
remedy-ar-svc,118,3,0,0,2018-07-11
remedy-chg-svc,11,0,0,0,2018-07-11
remedy-chg-wlg-svc,10,0,0,0,2018-07-11
remedy-inc-svc,16,0,1,0,2018-07-11
remedy-inc-wlg-svc,22,0,0,0,2018-07-11
remedy-impacted-area-svc,31,0,0,0,2018-07-11
remedy-task-svc,38,0,0,0,2018-07-11
remedy-people-svc,0,0,0,0,2018-07-11
remedy-relationship-svc,0,0,0,0,2018-07-11
remedy-interested-parties-svc,0,0,0,0,2018-07-11
remedy-knowledge-query-svc,0,0,0,0,2018-07-11
remedy-ar-svc,118,0,0,0,2018-07-12
remedy-chg-svc,11,0,0,0,2018-07-12
remedy-chg-wlg-svc,11,1,0,0,2018-07-12
remedy-inc-svc,16,0,1,0,2018-07-12
remedy-inc-wlg-svc,24,2,0,0,2018-07-12
remedy-impacted-area-svc,31,0,0,0,2018-07-12
remedy-task-svc,38,0,0,0,2018-07-12
remedy-people-svc,0,0,0,0,2018-07-12
remedy-relationship-svc,0,0,0,0,2018-07-12
remedy-interested-parties-svc,0,0,0,0,2018-07-12
remedy-knowledge-query-svc,0,0,0,0,2018-07-12
remedy-ar-svc,118,0,0,0,2018-07-13
remedy-chg-svc,11,0,0,0,2018-07-13
remedy-chg-wlg-svc,12,1,0,0,2018-07-13
remedy-inc-svc,16,0,1,0,2018-07-13
remedy-inc-wlg-svc,25,1,0,0,2018-07-13
remedy-impacted-area-svc,31,0,0,0,2018-07-13
remedy-task-svc,39,1,0,0,2018-07-13
remedy-people-svc,0,0,0,0,2018-07-13
remedy-relationship-svc,0,0,0,0,2018-07-13
remedy-interested-parties-svc,0,0,0,0,2018-07-13
remedy-knowledge-query-svc,0,0,0,0,2018-07-13
remedy-ar-svc,118,0,0,0,2018-07-14
remedy-chg-svc,11,0,0,0,2018-07-14
remedy-chg-wlg-svc,12,0,0,0,2018-07-14
remedy-inc-svc,16,0,1,0,2018-07-14
remedy-inc-wlg-svc,25,0,0,0,2018-07-14
remedy-impacted-area-svc,31,0,0,0,2018-07-14
remedy-task-svc,40,1,0,0,2018-07-14
remedy-people-svc,0,0,0,0,2018-07-14
remedy-relationship-svc,0,0,0,0,2018-07-14
remedy-interested-parties-svc,0,0,0,0,2018-07-14
remedy-knowledge-query-svc,0,0,0,0,2018-07-14
remedy-ar-svc,118,0,0,0,2018-07-15
remedy-chg-svc,11,0,0,0,2018-07-15
remedy-chg-wlg-svc,12,0,0,0,2018-07-15
remedy-inc-svc,16,0,1,0,2018-07-15
remedy-inc-wlg-svc,25,0,0,0,2018-07-15
remedy-impacted-area-svc,31,0,0,0,2018-07-15
remedy-task-svc,40,0,0,0,2018-07-15
remedy-people-svc,0,0,0,0,2018-07-15
remedy-relationship-svc,0,0,0,0,2018-07-15
remedy-interested-parties-svc,0,0,0,0,2018-07-15
remedy-knowledge-query-svc,0,0,0,0,2018-07-15
remedy-ar-svc,118,0,0,0,2018-07-16
remedy-chg-svc,11,0,0,0,2018-07-16
remedy-chg-wlg-svc,12,0,0,0,2018-07-16
remedy-inc-svc,16,0,1,0,2018-07-16
remedy-inc-wlg-svc,25,0,0,0,2018-07-16
remedy-impacted-area-svc,31,0,0,0,2018-07-16
remedy-task-svc,40,0,0,0,2018-07-16
remedy-people-svc,0,0,0,0,2018-07-16
remedy-relationship-svc,0,0,0,0,2018-07-16
remedy-interested-parties-svc,0,0,0,0,2018-07-16
remedy-knowledge-query-svc,0,0,0,0,2018-07-16
remedy-ar-svc,119,1,0,0,2018-07-17
remedy-chg-svc,13,2,0,0,2018-07-17
remedy-chg-wlg-svc,13,1,0,0,2018-07-17
remedy-inc-svc,17,1,1,0,2018-07-17
remedy-inc-wlg-svc,26,1,0,0,2018-07-17
remedy-impacted-area-svc,31,0,0,0,2018-07-17
remedy-task-svc,41,1,1,1,2018-07-17
remedy-people-svc,0,0,0,0,2018-07-17
remedy-relationship-svc,0,0,0,0,2018-07-17
remedy-interested-parties-svc,0,0,0,0,2018-07-17
remedy-knowledge-query-svc,0,0,0,0,2018-07-17
remedy-ar-svc,120,1,0,0,2018-07-18
remedy-chg-svc,13,0,0,0,2018-07-18
remedy-chg-wlg-svc,13,0,0,0,2018-07-18
remedy-inc-svc,18,1,1,0,2018-07-18
remedy-inc-wlg-svc,26,0,0,0,2018-07-18
remedy-impacted-area-svc,31,0,0,0,2018-07-18
remedy-task-svc,41,0,1,0,2018-07-18
remedy-people-svc,1,1,0,0,2018-07-18
remedy-relationship-svc,0,0,0,0,2018-07-18
remedy-interested-parties-svc,0,0,0,0,2018-07-18
remedy-knowledge-query-svc,0,0,0,0,2018-07-18
remedy-ar-svc,122,2,0,0,2018-07-19
remedy-chg-svc,13,0,0,0,2018-07-19
remedy-chg-wlg-svc,13,0,0,0,2018-07-19
remedy-inc-svc,18,0,1,0,2018-07-19
remedy-inc-wlg-svc,26,0,0,0,2018-07-19
remedy-impacted-area-svc,31,0,0,0,2018-07-19
remedy-task-svc,41,0,1,0,2018-07-19
remedy-people-svc,2,1,0,0,2018-07-19
remedy-relationship-svc,0,0,0,0,2018-07-19
remedy-interested-parties-svc,0,0,0,0,2018-07-19
remedy-knowledge-query-svc,0,0,0,0,2018-07-19
remedy-ar-svc,122,0,0,0,2018-07-20
remedy-chg-svc,14,1,0,0,2018-07-20
remedy-chg-wlg-svc,14,1,1,1,2018-07-20
remedy-inc-svc,19,1,2,1,2018-07-20
remedy-inc-wlg-svc,27,1,0,0,2018-07-20
remedy-impacted-area-svc,34,3,1,1,2018-07-20
remedy-task-svc,42,1,2,1,2018-07-20
remedy-people-svc,5,3,0,0,2018-07-20
remedy-relationship-svc,0,0,0,0,2018-07-20
remedy-interested-parties-svc,0,0,0,0,2018-07-20
remedy-knowledge-query-svc,0,0,0,0,2018-07-20
remedy-ar-svc,123,1,0,0,2018-07-21
remedy-chg-svc,15,1,0,0,2018-07-21
remedy-chg-wlg-svc,14,0,1,0,2018-07-21
remedy-inc-svc,19,0,2,0,2018-07-21
remedy-inc-wlg-svc,28,1,1,1,2018-07-21
remedy-impacted-area-svc,34,0,1,0,2018-07-21
remedy-task-svc,42,0,2,0,2018-07-21
remedy-people-svc,5,0,0,0,2018-07-21
remedy-relationship-svc,0,0,0,0,2018-07-21
remedy-interested-parties-svc,0,0,0,0,2018-07-21
remedy-knowledge-query-svc,0,0,0,0,2018-07-21
remedy-ar-svc,123,0,0,0,2018-07-22
remedy-chg-svc,15,0,0,0,2018-07-22
remedy-chg-wlg-svc,14,0,1,0,2018-07-22
remedy-inc-svc,19,0,2,0,2018-07-22
remedy-inc-wlg-svc,28,0,1,0,2018-07-22
remedy-impacted-area-svc,34,0,1,0,2018-07-22
remedy-task-svc,42,0,2,0,2018-07-22
remedy-people-svc,5,0,0,0,2018-07-22
remedy-relationship-svc,0,0,0,0,2018-07-22
